NurseID,NurseName,DOB,Gender,Phone,City,Department
N000421,Nurse_421,1992-05-25,M,4746279711,City_7,ER
N000422,Nurse_422,1987-09-21,M,7595575583,City_69,Pediatrics
N000423,Nurse_423,1989-07-21,F,6315069621,City_45,ER
N000424,Nurse_424,1995-01-02,M,3650951036,City_68,ER
N000425,Nurse_425,1963-01-12,M,9126087566,City_60,ER
N000426,Nurse_426,1987-12-31,M,5509577408,City_38,ICU
N000427,Nurse_427,1974-04-28,F,6523250363,City_94,Surgery
N000428,Nurse_428,1973-06-04,M,6763847504,City_64,ER
N000429,Nurse_429,1963-03-21,M,8443750240,City_25,ICU
N000430,Nurse_430,1965-12-19,F,7068091109,City_7,Surgery
N000431,Nurse_431,1979-11-05,F,9712494629,City_36,ER
N000432,Nurse_432,1982-03-05,F,3485875112,City_98,ER
N000433,Nurse_433,1966-11-20,M,8992703175,City_52,Pediatrics
N000434,Nurse_434,1981-12-26,F,3355862515,City_41,General
N000435,Nurse_435,1982-09-25,M,3333702168,City_63,Surgery
N000436,Nurse_436,1988-10-19,M,6019805534,City_59,Pediatrics
N000437,Nurse_437,1990-05-02,M,2470948966,City_66,ICU
N000438,Nurse_438,1970-11-12,M,7680474271,City_19,ICU
N000439,Nurse_439,1965-08-23,M,3914855586,City_100,ICU
N000440,Nurse_440,1963-09-19,F,9731308961,City_45,Surgery
N000441,Nurse_441,1970-05-11,M,7904930050,City_91,General
N000442,Nurse_442,1963-08-03,M,5482413433,City_94,ICU
N000443,Nurse_443,1985-09-23,F,2568939746,City_96,Surgery
N000444,Nurse_444,1999-11-29,M,4391630973,City_65,General
N000445,Nurse_445,1961-06-09,M,1890374533,City_86,ICU
N000446,Nurse_446,1968-09-21,M,5726044041,City_74,Surgery
N000447,Nurse_447,1985-11-06,F,4368037998,City_56,ICU
N000448,Nurse_448,1960-03-28,M,4667190543,City_98,ICU
N000449,Nurse_449,1987-01-25,M,9180254648,City_5,ICU
N000450,Nurse_450,1962-08-31,M,3238897340,City_28,Surgery
N000451,Nurse_451,1966-06-20,F,5717322154,City_80,ER
N000452,Nurse_452,1964-10-29,M,8614483795,City_14,General
N000453,Nurse_453,1987-11-26,M,7950036665,City_88,Pediatrics
N000454,Nurse_454,1979-06-19,M,6260789923,City_57,ER
N000455,Nurse_455,1960-05-06,M,5805388571,City_89,ER
N000456,Nurse_456,1984-12-18,F,6236424782,City_19,General
N000457,Nurse_457,1981-05-15,F,2436643992,City_39,General
N000458,Nurse_458,1995-01-10,M,8233656250,City_24,Surgery
N000459,Nurse_459,1971-10-15,F,8483416938,City_79,Surgery
N000460,Nurse_460,1967-02-01,M,5463829372,City_67,ICU
N000461,Nurse_461,1991-01-11,M,7479778904,City_63,Pediatrics
N000462,Nurse_462,1978-11-25,F,5699920345,City_36,Surgery
N000463,Nurse_463,1999-04-29,M,5244168626,City_69,ER
N000464,Nurse_464,1989-08-12,F,5828183722,City_72,Pediatrics
N000465,Nurse_465,1981-01-26,F,2421027579,City_97,Surgery
N000466,Nurse_466,1999-01-03,M,4866253030,City_8,Pediatrics
N000467,Nurse_467,1999-02-19,M,1279915663,City_32,Pediatrics
N000468,Nurse_468,1970-09-04,F,4067741824,City_76,General
N000469,Nurse_469,1966-11-09,M,9132901090,City_43,General
N000470,Nurse_470,1988-03-30,M,2021007358,City_99,ER
N000471,Nurse_471,1993-05-12,F,6405995171,City_74,General
N000472,Nurse_472,1970-05-08,M,2203141972,City_37,Pediatrics
N000473,Nurse_473,1994-08-24,F,2601703497,City_80,ER
N000474,Nurse_474,1992-06-28,F,2386265413,City_100,ER
N000475,Nurse_475,1972-02-25,M,5349010360,City_80,Pediatrics
N000476,Nurse_476,1968-10-12,M,3220334676,City_43,Pediatrics
N000477,Nurse_477,1977-02-19,M,8247682053,City_35,Surgery
N000478,Nurse_478,1975-06-23,F,1958888424,City_44,Pediatrics
N000479,Nurse_479,1977-04-21,F,1820735670,City_59,Pediatrics
N000480,Nurse_480,1982-06-04,F,9250050268,City_65,Surgery
N000481,Nurse_481,1964-03-27,F,8403836678,City_9,ER
N000482,Nurse_482,1970-03-24,M,6998125470,City_53,Surgery
N000483,Nurse_483,1972-08-31,M,5004498656,City_67,ICU
N000484,Nurse_484,1960-06-21,F,4361887781,City_99,General
N000485,Nurse_485,1987-11-02,F,8749581402,City_50,ER
N000486,Nurse_486,1998-10-13,F,8985292296,City_61,Pediatrics
N000487,Nurse_487,1991-12-22,M,9098370921,City_56,ER
N000488,Nurse_488,1966-01-27,F,6476687225,City_50,ER
N000489,Nurse_489,1965-12-26,M,4098976604,City_67,Surgery
N000490,Nurse_490,1980-07-19,F,3630357892,City_13,Surgery
N000491,Nurse_491,1998-04-30,M,7006018109,City_93,Surgery
N000492,Nurse_492,1966-01-28,F,1468925227,City_76,Surgery
N000493,Nurse_493,1985-10-20,M,5571502870,City_15,ER
N000494,Nurse_494,1994-07-30,F,4560114697,City_49,ICU
N000495,Nurse_495,1976-11-09,F,2370564504,City_38,General
N000496,Nurse_496,1991-11-10,M,6558906564,City_15,General
N000497,Nurse_497,1993-11-06,F,7806321808,City_5,General
N000498,Nurse_498,1990-12-13,M,4516558473,City_48,Surgery
N000499,Nurse_499,1970-05-19,F,7397790621,City_26,ICU
N000500,Nurse_500,1982-10-04,F,5468174579,City_54,Surgery
N000501,Nurse_501,1999-10-04,M,5979681107,City_84,ER
N000502,Nurse_502,1975-01-06,M,8808123766,City_92,Pediatrics
N000503,Nurse_503,1960-09-10,F,1609455034,City_76,General
N000504,Nurse_504,1979-07-24,F,2125098798,City_74,Surgery
N000505,Nurse_505,1990-05-08,M,8847677224,City_13,ER
N000506,Nurse_506,1994-06-27,F,7217480033,City_59,General
N000507,Nurse_507,1994-09-05,F,4435441767,City_65,Surgery
N000508,Nurse_508,1993-05-25,F,1951271232,City_74,ICU
N000509,Nurse_509,1983-10-10,F,3091346438,City_43,Surgery
N000510,Nurse_510,1962-06-11,F,3501603912,City_100,Pediatrics
N000511,Nurse_511,1961-04-13,M,9741420754,City_64,ER
N000512,Nurse_512,1993-10-26,F,5761559503,City_43,Pediatrics
N000513,Nurse_513,1983-03-08,M,1053348481,City_77,ICU
N000514,Nurse_514,1980-07-17,M,7368121149,City_76,General
N000515,Nurse_515,1970-04-01,F,4740341472,City_9,ICU
N000516,Nurse_516,1966-10-29,F,7551083891,City_38,ER
N000517,Nurse_517,1969-11-30,F,3722853879,City_60,Surgery
N000518,Nurse_518,1972-09-06,M,8860826064,City_32,Pediatrics
N000519,Nurse_519,1984-06-16,M,8662180600,City_76,Surgery
N000520,Nurse_520,1968-07-29,F,7045256045,City_3,Pediatrics
N000521,Nurse_521,1988-04-25,F,6426300862,City_26,ER
N000522,Nurse_522,1971-12-09,M,2007206410,City_63,General
N000523,Nurse_523,1986-08-02,F,1594368366,City_10,General
N000524,Nurse_524,1968-07-15,F,1431184734,City_97,General
N000525,Nurse_525,1967-01-05,M,5052828000,City_79,ICU
N000526,Nurse_526,1979-04-19,F,4089111890,City_92,Pediatrics
N000527,Nurse_527,1979-10-10,M,3677656221,City_48,ICU
N000528,Nurse_528,1972-03-30,F,8776043528,City_3,Surgery
N000529,Nurse_529,1975-01-02,F,2687336364,City_77,General
N000530,Nurse_530,1996-02-02,F,2961922776,City_97,Pediatrics
N000531,Nurse_531,1970-06-07,M,7247679863,City_90,Pediatrics
N000532,Nurse_532,1978-05-28,M,5837130247,City_26,ER
N000533,Nurse_533,1977-11-10,F,5696997230,City_92,ICU
N000534,Nurse_534,1990-03-29,F,4582939514,City_63,ICU
N000535,Nurse_535,1989-03-11,M,7204997015,City_14,ER
N000536,Nurse_536,1985-06-24,F,9188673303,City_32,ICU
N000537,Nurse_537,1968-11-17,F,5474319763,City_64,Pediatrics
N000538,Nurse_538,1976-01-27,M,4886357917,City_60,ER
N000539,Nurse_539,1973-02-28,F,7122237164,City_59,ER
N000540,Nurse_540,1988-12-27,M,3424958098,City_88,Pediatrics
N000541,Nurse_541,1989-01-06,F,4482268255,City_91,General
N000542,Nurse_542,1977-11-14,M,8937228016,City_97,ICU
N000543,Nurse_543,1982-10-29,F,6020160839,City_5,ER
N000544,Nurse_544,1999-03-13,M,9509473984,City_46,General
N000545,Nurse_545,1969-01-03,M,4991502962,City_24,ER
N000546,Nurse_546,1969-12-30,M,7644624277,City_78,General
N000547,Nurse_547,1961-10-04,M,9649331680,City_65,ICU
N000548,Nurse_548,1992-09-11,F,7477408935,City_35,ER
N000549,Nurse_549,1964-03-10,M,5931343288,City_95,ICU
N000550,Nurse_550,1968-10-28,M,7356029929,City_46,Surgery
N000551,Nurse_551,1975-01-10,M,1908691023,City_12,Pediatrics
N000552,Nurse_552,1995-06-17,F,5237598815,City_8,ER
N000553,Nurse_553,1984-04-17,M,5553398492,City_30,ICU
N000554,Nurse_554,1982-06-21,M,6190337403,City_50,ER
N000555,Nurse_555,1961-03-15,F,7153255730,City_16,General
N000556,Nurse_556,1963-06-16,F,3142875476,City_6,General
N000557,Nurse_557,1964-10-11,F,4962533080,City_91,ER
N000558,Nurse_558,1967-08-24,F,3403260577,City_18,ER
N000559,Nurse_559,1964-09-21,M,5919801537,City_68,Pediatrics
N000560,Nurse_560,1983-07-14,M,2027737894,City_84,Pediatrics
N000561,Nurse_561,1960-04-26,F,4225478424,City_16,Pediatrics
N000562,Nurse_562,1970-12-24,F,6290480280,City_66,Pediatrics
N000563,Nurse_563,1998-08-07,F,3829773323,City_50,Pediatrics
N000564,Nurse_564,1966-01-14,M,2086471157,City_55,ICU
N000565,Nurse_565,1986-11-15,M,7957151873,City_78,ER
N000566,Nurse_566,1985-09-21,M,3719999242,City_98,ICU
N000567,Nurse_567,1971-05-08,F,1540398616,City_38,General
N000568,Nurse_568,1993-03-29,F,2741833847,City_15,General
N000569,Nurse_569,1964-05-03,M,9273082707,City_84,Surgery
N000570,Nurse_570,1979-03-06,F,9221916734,City_30,Surgery
N000571,Nurse_571,1994-10-18,M,2220289734,City_98,Pediatrics
N000572,Nurse_572,1962-06-15,F,8230912741,City_68,ER
N000573,Nurse_573,1990-10-19,M,3886126878,City_75,General
N000574,Nurse_574,1963-11-02,M,4216508750,City_41,Pediatrics
N000575,Nurse_575,1988-11-10,M,9156742763,City_18,ER
N000576,Nurse_576,1986-11-04,M,5062557589,City_69,Surgery
N000577,Nurse_577,1996-10-29,M,1999453008,City_30,ER
N000578,Nurse_578,1962-02-15,M,5614239292,City_33,Surgery
N000579,Nurse_579,1994-09-14,F,9427287381,City_60,Pediatrics
N000580,Nurse_580,1967-01-24,M,3114481182,City_5,Surgery
N000581,Nurse_581,1998-07-14,F,7506124557,City_88,General
N000582,Nurse_582,1978-09-21,F,2577215788,City_25,ER
N000583,Nurse_583,1975-03-05,M,5742163153,City_15,ER
N000584,Nurse_584,1970-09-23,M,8075017312,City_98,ER
N000585,Nurse_585,1991-09-28,F,6282209650,City_79,Pediatrics
N000586,Nurse_586,1984-03-11,F,5422678637,City_26,ER
N000587,Nurse_587,1971-10-12,M,1379619497,City_67,Pediatrics
N000588,Nurse_588,1964-03-01,F,6294777595,City_15,ICU
N000589,Nurse_589,1979-01-01,F,5909070398,City_4,Pediatrics
N000590,Nurse_590,1997-05-19,M,7267567488,City_62,Surgery
N000591,Nurse_591,1960-04-28,M,1639616363,City_79,ER
N000592,Nurse_592,1972-08-21,F,8289216663,City_34,ICU
N000593,Nurse_593,1992-06-20,F,3904336634,City_8,ER
N000594,Nurse_594,1980-01-20,F,3477701627,City_76,Surgery
N000595,Nurse_595,1977-03-24,M,4143985673,City_26,Pediatrics
N000596,Nurse_596,1962-02-02,M,1127400433,City_23,Pediatrics
N000597,Nurse_597,1999-09-02,F,6257605487,City_34,ICU
N000598,Nurse_598,1992-07-23,F,1372587689,City_80,General
N000599,Nurse_599,1994-07-16,F,4785992585,City_21,Surgery
N000600,Nurse_600,1999-01-25,F,9663354094,City_3,General
N000601,Nurse_601,1986-03-23,F,1074442682,City_57,General
N000602,Nurse_602,1998-08-28,F,1239142433,City_16,Surgery
N000603,Nurse_603,1981-07-05,M,8206663023,City_43,General
N000604,Nurse_604,1992-03-27,F,2785097930,City_17,Pediatrics
N000605,Nurse_605,1977-04-25,M,1711743186,City_82,ER
N000606,Nurse_606,1966-10-30,M,1274871416,City_67,ICU
N000607,Nurse_607,1998-01-28,M,7234811641,City_53,Surgery
N000608,Nurse_608,1989-12-11,F,6059342749,City_70,Surgery
N000609,Nurse_609,1989-03-07,M,4252015013,City_95,General
N000610,Nurse_610,1978-09-22,M,3090488375,City_45,ICU
N000611,Nurse_611,1979-06-12,F,8399157933,City_9,ICU
N000612,Nurse_612,1982-09-15,F,3392948220,City_66,Pediatrics
N000613,Nurse_613,1963-06-20,F,1081387499,City_18,ER
N000614,Nurse_614,1997-10-04,F,2172265571,City_16,General
N000615,Nurse_615,1966-03-29,F,8779290889,City_23,ICU
N000616,Nurse_616,1995-11-30,F,5506918115,City_12,Pediatrics
N000617,Nurse_617,1962-12-24,M,5606642111,City_17,Surgery
N000618,Nurse_618,1982-05-06,F,3087903403,City_72,Pediatrics
N000619,Nurse_619,1962-03-31,M,9162613420,City_18,General
N000620,Nurse_620,1968-11-22,M,4728889096,City_5,General
N000621,Nurse_621,1979-09-29,M,5997222593,City_43,General
N000622,Nurse_622,1994-10-21,F,4199440798,City_9,ER
N000623,Nurse_623,1997-08-23,M,8059505925,City_2,Surgery
N000624,Nurse_624,1985-12-14,F,5694448878,City_27,Surgery
N000625,Nurse_625,1994-06-03,M,6538564701,City_77,ER
N000626,Nurse_626,1977-01-30,F,9617719335,City_45,Surgery
N000627,Nurse_627,1989-07-10,M,4351442838,City_84,Surgery
N000628,Nurse_628,1965-03-15,F,1062828296,City_8,General
N000629,Nurse_629,1990-10-15,F,3463644876,City_18,General
N000630,Nurse_630,1978-11-30,F,3087438367,City_9,Surgery
N000631,Nurse_631,1980-08-12,F,3620296746,City_98,Pediatrics
N000632,Nurse_632,1960-01-02,M,7957629281,City_50,Surgery
N000633,Nurse_633,1982-01-28,M,9711275520,City_71,General
N000634,Nurse_634,1962-08-18,M,6621344771,City_56,ER
N000635,Nurse_635,1974-08-02,M,8892950033,City_2,ICU
N000636,Nurse_636,1999-01-20,M,3400777094,City_86,Surgery
N000637,Nurse_637,1981-03-20,F,3432638575,City_76,Surgery
N000638,Nurse_638,1987-06-15,M,8241699610,City_35,ER
N000639,Nurse_639,1993-09-14,M,3905148109,City_32,General
N000640,Nurse_640,1978-07-13,M,3098348490,City_1,Surgery
N000641,Nurse_641,1967-10-05,F,9313951118,City_76,Pediatrics
N000642,Nurse_642,1980-03-06,F,8706520672,City_64,Pediatrics
N000643,Nurse_643,1986-05-19,F,1909515905,City_23,ICU
N000644,Nurse_644,1992-09-09,F,4155405425,City_33,ER
N000645,Nurse_645,1968-03-27,F,9913066430,City_38,General
N000646,Nurse_646,1960-12-18,M,2831110296,City_15,General
N000647,Nurse_647,1987-06-25,M,4845697027,City_30,General
N000648,Nurse_648,1976-07-14,M,6202421711,City_82,ER
N000649,Nurse_649,1977-11-25,F,9955029434,City_33,Pediatrics
N000650,Nurse_650,1988-08-13,M,4524670586,City_83,ICU
N000651,Nurse_651,1963-04-10,F,8880782456,City_22,General
N000652,Nurse_652,1988-06-02,M,2573884993,City_68,Pediatrics
N000653,Nurse_653,1996-03-13,M,2317197105,City_43,Surgery
N000654,Nurse_654,1961-12-25,M,4392404169,City_23,Pediatrics
N000655,Nurse_655,1983-09-11,M,2056939589,City_4,Surgery
N000656,Nurse_656,1960-08-05,F,6976647655,City_18,ICU
N000657,Nurse_657,1986-09-16,F,8748275117,City_63,Pediatrics
N000658,Nurse_658,1991-04-13,M,9683173149,City_79,Surgery
N000659,Nurse_659,1991-11-10,F,5217470571,City_77,General
N000660,Nurse_660,1997-12-23,F,4845480389,City_10,Pediatrics
N000661,Nurse_661,1977-04-19,F,8481928447,City_21,ICU
N000662,Nurse_662,1979-09-25,F,9814081528,City_80,Surgery
N000663,Nurse_663,1973-02-26,M,6128653963,City_61,ICU
N000664,Nurse_664,1962-01-27,M,9615668362,City_95,General
N000665,Nurse_665,1999-07-18,M,9508815629,City_57,ICU
N000666,Nurse_666,1988-09-20,F,4484177829,City_66,General
N000667,Nurse_667,1991-05-14,F,6883582964,City_20,Surgery
N000668,Nurse_668,1986-02-03,M,7239747513,City_5,ER
N000669,Nurse_669,1974-03-31,M,9501975630,City_90,ICU
N000670,Nurse_670,1994-07-29,F,9580644809,City_5,General
N000671,Nurse_671,1967-05-22,M,5383599030,City_86,Pediatrics
N000672,Nurse_672,1997-11-24,F,4189669478,City_88,Surgery
N000673,Nurse_673,1996-04-20,M,1316011464,City_39,General
N000674,Nurse_674,1967-06-15,F,6134472279,City_10,Surgery
N000675,Nurse_675,1992-11-22,F,8291627413,City_73,ICU
N000676,Nurse_676,1982-07-17,M,5976733954,City_95,ICU
N000677,Nurse_677,1972-11-10,M,6675115023,City_55,Pediatrics
N000678,Nurse_678,1994-12-13,M,1218045126,City_80,Pediatrics
N000679,Nurse_679,1982-03-04,M,8746431645,City_52,Pediatrics
N000680,Nurse_680,1960-02-21,M,9901739021,City_14,Pediatrics
N000681,Nurse_681,1993-03-28,F,3833324077,City_78,General
N000682,Nurse_682,1991-06-21,F,5186169930,City_56,Pediatrics
N000683,Nurse_683,1995-03-07,M,6746306299,City_27,General
N000684,Nurse_684,1992-05-11,M,7326061012,City_70,ICU
N000685,Nurse_685,1974-11-20,F,4667998246,City_84,ER
N000686,Nurse_686,1999-04-08,F,8772553859,City_50,Surgery
N000687,Nurse_687,1975-09-24,M,6179392640,City_74,General
N000688,Nurse_688,1989-06-11,F,4045063869,City_19,General
N000689,Nurse_689,1994-10-12,F,4024553368,City_13,ICU
N000690,Nurse_690,1981-04-08,M,2866557909,City_9,Surgery
N000691,Nurse_691,1995-05-13,F,5748815523,City_35,ER
N000692,Nurse_692,1995-12-11,F,3638294947,City_23,ICU
N000693,Nurse_693,1976-08-17,F,8854621809,City_49,ICU
N000694,Nurse_694,1998-08-17,F,7068355588,City_35,General
N000695,Nurse_695,1989-04-28,M,4382890283,City_71,ER
N000696,Nurse_696,1967-10-14,M,1014845880,City_13,Surgery
N000697,Nurse_697,1978-10-27,M,9549336434,City_17,General
N000698,Nurse_698,1993-03-13,M,7794451212,City_68,Surgery
N000699,Nurse_699,1969-10-15,F,7496721931,City_82,Pediatrics
N000700,Nurse_700,1995-07-09,F,4024219738,City_71,ER
N000701,Nurse_701,1971-11-10,M,5573674399,City_23,General
N000702,Nurse_702,1981-05-14,F,5623160549,City_6,ER
N000703,Nurse_703,1981-07-13,F,4044550198,City_54,ER
N000704,Nurse_704,1971-05-20,M,1092730216,City_54,ER
N000705,Nurse_705,1972-09-21,M,2626542168,City_39,General
N000706,Nurse_706,1966-11-15,M,9976171212,City_34,Surgery
N000707,Nurse_707,1972-07-06,M,5343371914,City_47,General
N000708,Nurse_708,1986-05-18,F,2740125054,City_80,Pediatrics
N000709,Nurse_709,1985-03-08,F,9668607704,City_54,Surgery
N000710,Nurse_710,1972-03-10,M,7897835815,City_32,ICU
N000711,Nurse_711,1975-11-26,M,1833947382,City_24,General
N000712,Nurse_712,1980-07-18,F,5938238359,City_61,General
N000713,Nurse_713,1999-02-14,M,3708346147,City_31,ER
N000714,Nurse_714,1961-09-27,M,6694665013,City_90,Surgery
N000715,Nurse_715,1986-08-11,M,5939312052,City_44,General
N000716,Nurse_716,1971-12-06,M,1432378515,City_62,Surgery
N000717,Nurse_717,1983-02-11,M,6026583154,City_20,Pediatrics
N000718,Nurse_718,1977-10-28,F,9725420221,City_33,Surgery
N000719,Nurse_719,1997-12-21,M,4981665085,City_73,Surgery
N000720,Nurse_720,1990-03-24,M,5837849116,City_24,Pediatrics
N000721,Nurse_721,1995-10-30,M,9023861972,City_82,ER
N000722,Nurse_722,1985-07-23,M,5612535324,City_3,General
N000723,Nurse_723,1995-03-24,F,1408286542,City_55,Pediatrics
N000724,Nurse_724,1998-03-01,F,8663090838,City_43,General
N000725,Nurse_725,1978-03-02,F,4202302797,City_96,ICU
N000726,Nurse_726,1988-04-04,M,6629063642,City_51,Pediatrics
N000727,Nurse_727,1982-04-26,M,9172074356,City_90,ICU
N000728,Nurse_728,1984-02-24,F,6684184539,City_4,Surgery
N000729,Nurse_729,1996-10-05,M,1609540098,City_40,ICU
N000730,Nurse_730,1990-10-12,F,6852873574,City_56,Pediatrics
N000731,Nurse_731,1985-01-16,M,6953220374,City_78,ER
N000732,Nurse_732,1961-09-24,M,2774121066,City_78,ER
N000733,Nurse_733,1968-03-29,M,5901195352,City_41,General
N000734,Nurse_734,1997-01-31,M,4008751099,City_37,Surgery
N000735,Nurse_735,1996-03-06,M,2165299190,City_30,ICU
N000736,Nurse_736,1985-05-16,M,5737718774,City_71,ER
N000737,Nurse_737,1995-03-07,M,5376293562,City_76,General
N000738,Nurse_738,1998-09-11,M,8166643997,City_52,General
N000739,Nurse_739,1966-04-25,M,4383047599,City_96,Pediatrics
N000740,Nurse_740,1965-07-21,M,1989939321,City_44,General
N000741,Nurse_741,1966-02-24,M,8931236872,City_87,ER
N000742,Nurse_742,1987-03-29,F,3200039396,City_67,ICU
N000743,Nurse_743,1968-01-19,M,2258667876,City_31,General
N000744,Nurse_744,1974-05-31,F,5295740874,City_37,General
N000745,Nurse_745,1977-09-29,F,4871662279,City_49,General
N000746,Nurse_746,1992-02-29,M,7688181671,City_22,Surgery
N000747,Nurse_747,1992-04-06,M,1670566760,City_48,Pediatrics
N000748,Nurse_748,1976-05-04,M,8239781070,City_60,Pediatrics
N000749,Nurse_749,1992-04-05,F,8668628488,City_60,Pediatrics
N000750,Nurse_750,1966-02-02,M,1010765937,City_48,Pediatrics
N000751,Nurse_751,1980-03-02,M,5625682581,City_14,Pediatrics
N000752,Nurse_752,1981-06-04,M,2468181797,City_14,Pediatrics
N000753,Nurse_753,1976-11-12,M,9350181340,City_17,ICU
N000754,Nurse_754,1965-10-24,M,2584388883,City_19,ER
N000755,Nurse_755,1965-04-26,F,1987596295,City_8,ICU
N000756,Nurse_756,1992-08-18,F,7847377939,City_86,ER
N000757,Nurse_757,1960-11-15,M,7840406353,City_8,General
N000758,Nurse_758,1978-05-26,M,2050416776,City_7,ER
N000759,Nurse_759,1984-10-23,F,6976305504,City_54,ER
N000760,Nurse_760,1989-06-23,M,5861597731,City_52,Pediatrics
N000761,Nurse_761,1969-04-10,F,4665522297,City_40,ICU
N000762,Nurse_762,1980-05-22,M,7781210349,City_58,ICU
N000763,Nurse_763,1981-02-10,F,2934779847,City_100,General
N000764,Nurse_764,1967-06-24,F,4750190541,City_18,ICU
N000765,Nurse_765,1997-08-14,F,2690007642,City_51,ICU
N000766,Nurse_766,1978-10-22,M,6436787308,City_62,General
N000767,Nurse_767,1962-06-19,F,4984998648,City_63,Pediatrics
N000768,Nurse_768,1976-07-05,M,1433479934,City_23,Surgery
N000769,Nurse_769,1985-12-16,M,5357198978,City_15,General
N000770,Nurse_770,1974-01-04,F,9357319449,City_32,Pediatrics
N000771,Nurse_771,1991-10-06,F,7264911655,City_7,ICU
N000772,Nurse_772,1962-07-04,M,8089351942,City_60,General
N000773,Nurse_773,1963-03-06,F,2609546994,City_82,General
N000774,Nurse_774,1991-05-27,F,5467823151,City_23,General
N000775,Nurse_775,1990-01-13,M,9388953258,City_38,Pediatrics
N000776,Nurse_776,1983-02-02,M,5089187964,City_59,Pediatrics
N000777,Nurse_777,1991-04-06,M,8467768698,City_8,General
N000778,Nurse_778,1979-07-26,M,3820660607,City_39,ICU
N000779,Nurse_779,1974-02-22,M,6746797940,City_47,Surgery
N000780,Nurse_780,1972-11-03,M,9220638483,City_93,ER
N000781,Nurse_781,1996-10-03,F,2071053788,City_67,ER
N000782,Nurse_782,1972-06-05,M,4735697896,City_93,ER
N000783,Nurse_783,1967-02-03,M,5130516775,City_27,ER
N000784,Nurse_784,1961-04-06,F,5705071597,City_36,Pediatrics
N000785,Nurse_785,1976-04-06,F,6984501236,City_37,ICU
N000786,Nurse_786,1996-06-07,F,5339969298,City_91,ICU
N000787,Nurse_787,1964-06-02,F,2114005916,City_40,Pediatrics
N000788,Nurse_788,1976-11-15,M,9573154252,City_89,Surgery
N000789,Nurse_789,1965-05-20,M,9807645869,City_49,General
N000790,Nurse_790,1998-08-16,M,5048258497,City_72,ICU
N000791,Nurse_791,1982-05-30,M,7506312734,City_4,Pediatrics
N000792,Nurse_792,1989-05-01,M,9461056086,City_94,ICU
N000793,Nurse_793,1973-01-05,M,8946543080,City_86,General
N000794,Nurse_794,1962-08-27,M,1743576089,City_2,ICU
